ST Mokslo metai	ST Institucijos savivaldybės ID	ST Institucijos savivaldybė	ST Institucijos tipo ID	ST Institucijos tipas	ST Institucijos kodas	ST Institucijos pavadinimas	ST Studijų sritis	ST Mokslo sritis kodas	ST Mokslo sritis	ST Studijų pakopa ID	ST Studijų pakopa	ST Priimtųjų skaičius
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	64
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	4
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	215
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	4
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951498	Lietuvos edukologijos universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	16
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Meno studijų sritis			11	Pirmosios pakopos studijos	193
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	10
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Meno studijų sritis			12	Antrosios pakopos studijos	103
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	11
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	1
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija		M000	Meno studijų sritis	14	Trečiosios pakopos studijos	5
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	11
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	20
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	78
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1881
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	4
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	1272
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	23
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	50
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Meno studijų sritis			11	Pirmosios pakopos studijos	105
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	351
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	22
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	92
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	3
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111966429	Viešoji įstaiga Vilniaus universiteto Tarptautinio verslo mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	217
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111966429	Viešoji įstaiga Vilniaus universiteto Tarptautinio verslo mokykla	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	131
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	33
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Meno studijų sritis			11	Pirmosios pakopos studijos	264
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	26
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	4
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Meno studijų sritis			12	Antrosios pakopos studijos	102
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	18
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	3
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija		M000	Meno studijų sritis	14	Trečiosios pakopos studijos	7
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	17
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	146
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	100
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	650
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	1344
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	38
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	17
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	55
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	230
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	721
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			13	Vientisosios studijos	32
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	10
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	38
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	111963080	Vilniaus Šv. Juozapo kunigų seminarija	Humanitarinių mokslų studijų sritis			13	Vientisosios studijos	1
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	346
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	800
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	805
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1238
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	38
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	180
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	280
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	213
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	966
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	45
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	237
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			13	Vientisosios studijos	304
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	29
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	59
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	24
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	52
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	16
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	157
2012-2013	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	21
2013-2014	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	147
2013-2014	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	127
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	575
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	46
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	96
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	984
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	596
2013-2014	43	Kauno m. sav.	3911	Kolegija	111967869	Kauno technikos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	523
2013-2014	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	47
2013-2014	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	12
2013-2014	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	41
2013-2014	43	Kauno m. sav.	3911	Kolegija	111965512	V. A. Graičiūno aukštoji vadybos mokykla	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	76
2013-2014	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	7
2013-2014	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	117
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	307
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	91
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	47
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	561
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	1031
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	6
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	69
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	17
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	11
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	501
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	708
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	10
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	17
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	45
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	315
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	92
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	90
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	53
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	6
2013-2014	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	3
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	426
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	51
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	254
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	848
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	40
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	9
2013-2014	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	270
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	46
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	72
2013-2014	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	350
